Date,MMM,AXP,AAPL,BA,CAT,CVX,CSCO,KO,DIS,DWDP,XOM,GS,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,NKE,PFE,PG,TRV,UTX,UNH,VZ,V,WMT,WBA
2000-01-18 00:00:00+00:00,30.5023783771,34.2531573237,3.2642730768,29.68917433,15.0504419926,22.8180574428,44.5553573604,19.4551875911,27.1591899373,,25.541501055500003,70.8593951056,41.583398905799996,80.3273499034,33.47603536,28.126085123600003,26.324557280700002,25.384460964499997,34.2129074814,37.5648690848,4.9339460016,19.1737847227,35.1438543211,19.8892771068,21.2783128602,6.3876782258,22.2599586783,,46.202611810200004,22.102954175100002
2000-01-19 00:00:00+00:00,31.0299599242,33.643107688,3.3465551189999996,31.4243416298,14.860578587400001,22.468032376300002,44.6747020676,19.5300152357,27.3559956615,,25.7856145169,71.4140036308,42.531912798200004,82.9297478484,32.820285401999996,28.2246542534,27.4850624115,25.9227338717,34.5462912712,34.8576965751,5.1463892622000005,19.436439308,34.7891088284,19.9257154771,20.5797738244,6.4418110922,21.835598615,,45.145505072700004,22.813271334899998
2000-01-20 00:00:00+00:00,29.8743051067,34.2079684618,3.5645083146,30.678813474400002,14.2035909314,22.355615566599997,44.7144836367,19.7185809001,26.4743060171,,25.222043933200002,70.1906024722,41.7964708671,82.5827614557,31.354684245599998,28.320143097800003,27.459108622600002,26.0328351482,35.2420487458,34.5319237099,5.024575466,19.116000714000002,33.9450056679,19.8164003663,20.1118204898,6.6042096911,21.903799339499997,,44.6662833516,22.813271334899998
2000-01-21 00:00:00+00:00,29.814638146,34.2757517546,3.4957305771,30.144408336399998,14.2789335525,22.626437880799998,45.868149139799996,20.0178914784,25.781549868000003,,25.6168447165,69.98641756859999,41.239734452,84.3176934191,32.1120754472,27.685604324899998,27.0438480008,25.115324510900003,35.0004662894,33.7989347632,4.9397930638,18.4173395172,30.960498064699998,19.1301443928,20.5594280273,6.320553471599999,22.7563083952,,44.0038297961,22.6243571966
2000-01-24 00:00:00+00:00,29.1268979149,34.3435350475,3.3368194575,29.233940323600002,13.6550966497,22.690311068200003,43.401691857299994,19.4192703218,26.2223946902,,25.3908137337,66.7684634873,39.8650766369,84.3176934191,32.397326679,25.7789077209,27.066094105500003,24.161113448200002,33.942335130100005,32.9845026002,4.8423420268,18.0601292813,28.9406797879,19.5127472807,20.3457971571,5.975185784500001,22.7828308992,,41.847332051399995,21.9140400368
2000-01-25 00:00:00+00:00,28.6966677247,35.7895786284,3.5252516150999997,30.144408336399998,13.148794235799999,22.626437880799998,44.595138929499996,19.7185809001,29.5208586275,,25.3335525514,68.5081188663,38.5797715798,82.66603819,33.312097870500004,26.2594322285,27.6667389336,24.3507323132,34.2467290253,33.4927082699,4.7634066869,18.3227838665,29.3928779096,19.0572676523,19.2878157049,5.975185784500001,22.1652354499,,43.080623245299996,21.4908723671
2000-01-26 00:00:00+00:00,30.2448683362,36.1059006618,3.4605565743,30.4742880512,13.5435895705,22.419488753899998,42.645842045,18.8745250692,28.8359747073,,25.164782750900002,72.0772709817,39.4389327143,81.0213226887,31.639935477399998,25.720382300100002,29.083074269,21.867336855,35.1792373071,32.3720496137,4.8238263298,18.3227838665,30.3274206944,19.6645738235,19.3285072993,5.961111239199999,21.8810657646,,43.651460883599995,22.102954175100002
2000-01-27 00:00:00+00:00,30.2260261381,36.806328021300004,3.454589556,29.7287598958,13.4290687864,21.5405936962,42.4071526305,17.8089794104,29.2295861557,,24.4113461416,72.6898256926,40.0369088638,78.7659111363,32.1743716932,24.7962967084,29.9173031969,23.0172835204,35.8170149921,32.1700704373,4.604561496700001,18.1231663817,31.382549645,18.5592765919,18.7147424184,5.866920051799999,22.0705122215,,41.6711475952,22.012275388699997
2000-01-28 00:00:00+00:00,28.9698795973,35.7669841975,3.1914126425,29.445063341100003,13.1096160729,21.0934813849,41.3330502656,17.0427443298,28.9304414549,,23.7724318969,71.0563464636,38.2361071261,77.4196039328,30.820248029800002,26.0284108306,28.4342295473,22.479010613200003,36.9041360461,32.0071840047,4.568504613,18.4856297094,30.23698107,18.219185136,17.7177983577,5.696942851599999,21.835598615,,38.852196295,21.770465291799997
2000-01-31 00:00:00+00:00,29.4032501539,37.2356222094,3.2583060585,29.3592946153,12.790163359400001,21.3668586266,43.560818133599994,17.192399619,28.5840633804,,24.977930471799997,74.8378508788,38.9234360336,77.8984451547,32.4399504263,26.5089353383,29.9173031969,22.8643650808,37.9912571001,31.8833903159,4.434022182,19.0109388799,30.4781534016,18.3345733086,17.951775025,5.73808383,23.4686270729,,38.584395921500004,21.1130440907
